No,Name,Phone,Address,Type
8928,Dr A Sattar - Pease Way Medical Centre,01325 528 000,"2, Pease Way, Newton Aycliffe, County Durham, DL5 5NH",Doctors
8929,A.K. Sports Therapy & Massage,07847 273 691,"Newton Aycliffe Leisure Centre, Newton Aycliffe, County Durham, DL5 4EH",Physiotherapists
8930,The Phoenix Club,01325 312 876,"Macmillan Road, Newton Aycliffe, County Durham, DL5 4LG",Clubs Social And Associations
8931,Beautie & The Boutique,01325 497 382,"55, Arncliffe Place, Newton Aycliffe, County Durham, DL5 7EE",E-commerce
8932,E & M Golf Limited,01325 523 043,"7, Newburn Court, Newton Aycliffe, County Durham, DL5 4NT",
8933,Morganfield Developments,01325 310 616,"28, Newburn Court, Newton Aycliffe, County Durham, DL5 4NT",Property Leasing
8934,Halifax,3457203040,"58 Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",Banks And Financial Institutions
8935,Tui Holiday Store,01325 301 188,"53 Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Travel Agency Activities
8936,Newton Aycliffe Library Within Newton Aycliffe Leisure Centre,3000269519,"Newton Aycliffe, County Durham, DL5 4EH",Libraries
8937,Newton Aycliffe Leisure Centre,3000266446,"Newton Aycliffe, County Durham, DL5 4EH",Leisure Centres
8938,Heads Up Hairdressing Within Newton Aycliffe Leisure Centre,01325 313 000,"Newton Aycliffe, County Durham, DL5 4EH",Hairdressers (unisex)
8939,Specsavers Opticians And Audiologists - Newton Aycliffe,01325 328 800,"55 Beveridge Way, Newton Aycliffe, County Durham, DL5 4DP",Opticians Ophthalmic
8940,Nurture Consultants Ltd,07957 734 311,"10, Castlereagh Close, Newton Aycliffe, County Durham, DL5 5NB",Management And Business Consultants
8941,Bells Stores Limited,020 7695 6000,"67A, Oakfield, Newton Aycliffe, County Durham, DL5 7AT",
8942,Carole Briggs,01325 316 004,"65, Oakfield, Newton Aycliffe, County Durham, DL5 7AT",Counselling & Advice Services
8943,Emtec (Medical) Uk Ltd,07368 264 500,"142, Aysgarth Close, Newton Aycliffe, County Durham, DL5 7EF",Education Services
8944,C T C,01325 312 432,"2, Hawes Place, Newton Aycliffe, County Durham, DL5 7ED",Roofing Contracting Services
8945,Wilko,3330052947,"19-23 Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Hardware
8946,Carol's,01325 313 956,"17, Webb Close, Newton Aycliffe, County Durham, DL5 4LR",Childminders
8947,Reflect Disco,01325 311 056,"12, Hullock Road, Newton Aycliffe, County Durham, DL5 4LT",Entertainers
8948,Investment Box Limited,020 7692 0940,"8, Isherwood Close, Newton Aycliffe, County Durham, DL5 5LG",Education Services
8949,A J Welding & Safety Supplies,01325 311 206,"2, Isherwood Close, Newton Aycliffe, County Durham, DL5 5LG",Welding Services
8950,Mccoll's,01325 313 073,"67A Oakfields, Newton Aycliffe, County Durham, DL5 7AT",Convenience Stores
8951,Grey Area Creative Ltd,07940 074 269,"16, Aylmer Grove, Newton Aycliffe, County Durham, DL5 4NF",Architectural Services
8952,Heron Foods,0845 603 7346,"60, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",General And Convenience Stores
8953,Hays Travel,01325 320 611,"42, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",Travel Agency Activities
8954,Superdrug Stores Plc,020 8684 7000,"60, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",Chemists Dispensing
8955,Sportswift Limited,01325 321 611,"56, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",
8956,Pstores Realisations Limited,01325 304 200,"32-36, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",
8957,Savers Health And Beauty Limited,01325 300 988,"46-48, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",Cosmetics & Beauty Products Retailer
8958,Card Factory,01325 321 611,"56, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",Card And Poster Shops
8959,Savers,01325 300 988,"46-48, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",Cosmetics & Beauty Products Retailer
8960,Youngs,01325 312 532,"60B, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",Newsagents
8961,Occasion From The Heart,01325 320 443,"52, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",Card And Poster Shops
8962,Bonmarche,01325 319 544,"62, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",Clothing Retailers
8963,Newton Aycliffe Post Office,01325 315 794,"60B, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",Post Offices
8964,Cooplands,01325 321 664,"38, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DS",Bakers Shops
8965,Ann Marshall,01325 313 654,"1, Butler Road, Newton Aycliffe, County Durham, DL5 5LU",Hypnotherapists
8966,British Red Cross Society,01325 320 232,"8, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",
8967,Scottish & Newcastle Limited,0131 528 1000,"Thames Centre, Beverage Way, Newton Aycliffe, County Durham, DL5 4SB",Holding Companies Management Activities
8968,William Hill Limited,020 8918 3600,"Unit 4, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Bookmakers And Turf Accountants
8969,Painttechnics North East,01325 787 797,"Unit 11, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Car Body Repairers
8970,National Council Of Young Men's Christian Associations(Incorporated)(The),020 7186 9500,"9, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Clubs Social And Associations
8971,Creations Hair Salon,01325 312 890,"12, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Hairdressers (unisex)
8972,No Regrets Tattoo Studio,01325 321 800,"7A, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Tattoo Artists
8973,Julies Pet Products,01325 317 237,"1-1A, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Pet Shops And Supplies
8974,The Saab Centre,01325 300 377,"Unit 9, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Car Dealers (used Only)
8975,Thames Diner,01325 313 669,"5, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Restaurants
8976,Brighthouse,01325 327 293,"4, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Domestic Appliances (sales)
8977,British Red Cross,01325 320 232,"8, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Charity Shops
8978,Petals,01325 318 834,"4, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Florists
8979,Protech Direct Pest Control,01325 310 520,"Unit 2-3, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",E-commerce
8980,Ymca,01325 321 580,"9, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Charity Shops
8981,A D Marine Electrical Repairs & Rewinds,01325 311 135,"Unit 12, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Electric Motor (sales And Servicing)
8982,Quicksilver,01325 312 140,"2-3, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Amusement Park Activities
8983,Prestige Motor Services,01325 319 887,"Unit 9, Thames Centre, Beveridge Way, Gurney Way, Newton Aycliffe, County Durham, DL5 4SB",Garage Related Services
8984,Thames Butchers,01325 316 405,"11, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Butchers
8985,Digital Vapers,01325 324 286,"6, Thames Centre, Beveridge Way, Newton Aycliffe, County Durham, DL5 4SB",Smokers Requisites
8986,Barclays Bank,3457345345,"45-49, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DT",Banks And Financial Institutions
8987,Am Professional Mobile Valeting Services Ltd,07376 116 518,"17, Garburn Place, Newton Aycliffe, County Durham, DL5 7DE",
8988,St Joseph's Catholic Primary School,01325 300 337,"Garburn Place, Newton Aycliffe, County Durham, DL5 7DE",Primary And Junior Schools (foundation)
8989,Greggs,01325 312 843,"U2 Beveridge Way, Newton Aycliffe, County Durham, DL5 4DP",Restaurants
8990,Elachi Limited,01325 316 516,"1, Beveridge Walkway, Newton Aycliffe, County Durham, DL5 4EE",Restaurants
8991,Victim Support,0808 168 9111,"4, Beveridge Walkway, Newton Aycliffe, County Durham, DL5 4EE",
8992,Stephen Russell Hair Design Ltd,01325 311 681,"2 Upper Beveridge Walkway, Co Durham, Newton Aycliffe, County Durham, DL5 4EE",Hairdressers (unisex)
8993,Freshwater Property Management Limited,020 7836 1555,"3, Beveridge Walkway, Newton Aycliffe, County Durham, DL5 4EE",Property Developers
8994,Stephen Russel,01325 311 681,"2, Beveridge Walkway, Newton Aycliffe, County Durham, DL5 4EE",Hairdressers (unisex)
8995,The China Garden,01325 300 586,"5, Beveridge Walkway, Newton Aycliffe, County Durham, DL5 4EE",Take Away Meal Outlets
8996,Elachi Restaraunt Ltd,01325 316 516,"1, Beveridge Walkway, Newton Aycliffe, County Durham, DL5 4EE",Restaurant - Indian
8997,Poundstretcher Ltd,01325 320 104,"2, Beveridge Walkway, Newton Aycliffe, County Durham, DL5 4EE",Discount Centres
8998,William Hill Limited,020 8918 3600,"35, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Bookmakers And Turf Accountants
8999,Ladbrokes Coral Group Limited,0800 731 6191,"41, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Bookmakers And Turf Accountants
9000,John Eliot (Footwear) Limited,0191 455 6318,"55, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Footwear Retailers
9001,Meridian Realisations Limited,0141 812 9284,"25, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Clothing Retailers
9002,Boots Pharmacy,01325 300 355,"57, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Chemists Dispensing
9003,Aycliffe Framers,01325 321 280,"43, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Picture Framing Services
9004,Boyes Department Store Newton Aycliffe,01325 301 360,"19-23, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Departmental Stores
9005,The Salvation Army,01325 310 453,"31, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Charity Shops
9006,Ladbrokes,0800 731 6191,"41, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Bookmakers And Turf Accountants
9007,The Salvation Army Charity Shop,01325 316 198,"31, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Charity Shops
9008,Specsavers Hearing Centre,01325 328 800,"55, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DU",Hearing Aid Suppliers
9009,E W Knapton Insurance,01388 605 656,"63, Dalton Way, Newton Aycliffe, County Durham, DL5 4NB",Insurance Brokers
9010,Speedy Cabs,01325 301 310,"85, Stainforth Close, Newton Aycliffe, County Durham, DL5 7NF",Taxis And Private Hire Vehicles
9011,F&F Clothing,3456779799,"Greenwell Road, Newton Aycliffe, County Durham, DL5 4DH",Clothing Retailers
9012,Aldi,0800 042 0800,"Greenwell Road, Newton Aycliffe, County Durham, DL5 4DH",Grocers
9013,Limasec Ltd,0191 586 2222,"93, Honister Place, Newton Aycliffe, County Durham, DL5 7DN",Taxis And Private Hire Vehicles
9014,A 1 Plastering & Damp Proofing,07814 729 741,"116, Honister Place, Newton Aycliffe, County Durham, DL5 7DN",Damp And Dry Rot Preservation Services
9015,Lima Transport,01325 344 922,"93, Honister Place, Newton Aycliffe, County Durham, DL5 7DN",Airport Transportation And Transfer Services
9016,P T A Driveway Tree & Hedge Services,07919 068 205,"107, Honister Place, Newton Aycliffe, County Durham, DL5 7DN",Paving Contractors
9017,Scope,0808 800 3333,"28, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DP",Secondary Schools (local Authority)
9018,Hsbc Bank Plc,0845 604 0626,"2, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DP",Banks And Financial Institutions
9019,Shoe Zone,01325 312 649,"22, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DP",Footwear Retailers
9020,T V S,01325 630 231,"4, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DP",Smokers Requisites
9021,First Stop Property Solutions Ltd,07960 913 401,"5, Wallas Road, Newton Aycliffe, County Durham, DL5 5LN",Cleaning Contracting Commercial
9022,Beechfield Care & Support Limited,01325 317 209,"84 87 Beechfield, Newton Aycliffe, County Durham, DL5 7AY",Residential Care Establishments
9023,First Stop Decor,07960 913 401,"5, Wallas Road, Newton Aycliffe, County Durham, DL5 5LN",Painters And Decorators
9024,Lj Advance,07450 022 911,"81 Honister Place, Newton Aycliffe, County Durham, DL5 7DN",Estate Management Services
9025,Bewick Crescent Surgery,01325 316 637,"27, Bewick Crescent, Newton Aycliffe, County Durham, DL5 5LH",Doctors
9026,Dr M Welsh - Bewick Crescent Surgery,01325 316 637,"27, Bewick Crescent, Newton Aycliffe, County Durham, DL5 5LH",Doctors
9027,Dr M Bamford - Bewick Crescent Surgery,01325 316 637,"27, Bewick Crescent, Newton Aycliffe, County Durham, DL5 5LH",Doctors
9028,Dr J Dodgson - Bewick Crescent Surgery,01325 316 637,"27, Bewick Crescent, Newton Aycliffe, County Durham, DL5 5LH",Doctors
9029,Dr K Hardy - Bewick Crescent Surgery,01325 316 637,"27, Bewick Crescent, Newton Aycliffe, County Durham, DL5 5LH",Doctors
9030,Dr C Morgan - Bewick Crescent Surgery,01325 316 637,"27, Bewick Crescent, Newton Aycliffe, County Durham, DL5 5LH",Doctors
9031,Dr C Stephenson - Bewick Crescent Surgery,01325 316 637,"27, Bewick Crescent, Newton Aycliffe, County Durham, DL5 5LH",Doctors
9032,Dr D Evans - Bewick Crescent Surgery,01325 316 637,"27, Bewick Crescent, Newton Aycliffe, County Durham, DL5 5LH",Doctors
9033,Dr R Lund - Bewick Crescent Surgery,01325 316 637,"27, Bewick Crescent, Newton Aycliffe, County Durham, DL5 5LH",Doctors
9034,Dr H Collingwood - Bewick Crescent Surgery,01325 316 637,"27, Bewick Crescent, Newton Aycliffe, County Durham, DL5 5LH",Doctors
9035,Dr D Robinson - Bewick Crescent Surgery,01325 316 637,"27, Bewick Crescent, Newton Aycliffe, County Durham, DL5 5LH",Doctors
9036,Anchor Hanover - Hawkshead Court,0808 102 4069,"9, Hawkshead Court, Newton Aycliffe, County Durham, DL5 7PE",Rest And Retirement Homes
9037,Carver Commercial Ltd,01325 466 945,"43, Dalton Way, Newton Aycliffe, County Durham, DL5 4DJ",Estate Agents
9038,Provident Personal Credit Limited,0800 138 3481,"31 Dalton Way, Newton Aycliffe, County Durham, DL5 4DJ",Financial Services
9039,Whitegates Estate Agency Limited,01535 669 588,"13 Dalton Way, Newton Aycliffe, County Durham, DL5 4DJ",Estate Agents
9040,Hair We Go,01325 300 446,"39, Dalton Way, Newton Aycliffe, County Durham, DL5 4DJ",Hairdressers (unisex)
9041,Carver Residential,01325 320 676,"43, Dalton Way, Newton Aycliffe, County Durham, DL5 4DJ",Estate Agents
9042,National Westminster Bank Public Limited Company,020 7678 7583,"11, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DZ",Financial Services
9043,Poundstretcher Limited,01823 254 591,"3-7, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DZ",
9044,Ramsdens,01325 308 866,"9, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DZ",Pawnbrokers
9045,The Roundhouse,01325 320 720,"Thames Centre, 3-7, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DZ",Public Houses Activities Of
9046,Only Tans,01325 317 772,"3-7, Beveridge Way, Newton Aycliffe, County Durham, DL5 4DZ",Solariums Activities Related To
9047,Domino's Pizza - Newton Aycliffe,01325 613 333,"Unit 3 Greenwell Road, Newton Aycliffe, County Durham, DL5 4DH",Take Away Meal Outlets
9048,Richardson's Auto Detailing & Valet Service,07384 476 900,"61 Kirkstone Place, Newton Aycliffe, County Durham, DL5 7DP",Valeting Services
9049,Dignity Funerals Limited,01325 270 556,"Stephenson Way, Newton Aycliffe, County Durham, DL5 7DF",Funeral Directors
9050,Mike's Fish Bar,01325 316 812,"5, Greenwell Road, Newton Aycliffe, County Durham, DL5 4DH",Fish And Chip Shops
9051,Home Plan D I Y,01325 312 037,"37, Greenwell Road, Newton Aycliffe, County Durham, DL5 4DH",Diy Shops
9052,Shaw Trust Limited(The),01225 716 300,"Unit B6, Greenwell Road, Newton Aycliffe, County Durham, DL5 4DH",Secondary Schools (local Authority)
9053,Blundells Sales And Letting Agents Doncaster,01302 460 122,"26 Hall Gate, Doncaster, South Yorkshire, DN1 3NL",Estate Agents
9054,Noble Living,01302 771 708,"27 Hallgate, Doncaster, South Yorkshire, DN1 3NL",Estate Agents
9055,Black Olive Pizzeria Ltd,01302 354 664,"15A, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",Take Away Meal Outlets
9056,British Red Cross Society,01599 530 150,"22, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",
9057,780 Coaching Ltd,07788 728 363,"15A, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",Sports Coaching
9058,White Rose Management Services Limited,01302 343 077,"21, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",Accounting Activities
9059,Planetalpha Limited,0114 236 7189,"15A, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",Roofing Contracting Services
9060,Select Health & Safety,01302 305 832,"Apartment 6, 19, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",Safety Advisers And Technicians
9061,Kentucky Fried Chicken (Great Britain) Limited,3457532532,"Unit 15 Food Concourse, Frenchgate, Doncaster, South Yorkshire, DN1 3NA",Restaurants
9062,Property Vault Estate Agents Ltd,01405 380 150,"Apartment 10, 19, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",Estate Agents
9063,Willowdale Building Consultants Limited,01777 817 550,"15A, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",Business Services
9064,Richmond Hill Consultancy Ltd,07701 083 442,"15A, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",Business Services
9065,Frances Montgomery Ltd,0800 292 2007,"15A, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",Business Services
9066,Feast At Bawtry Ltd,01302 719 436,"15A, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",Cafes And Snack Bars
9067,Ground-Tec Construction Ltd,01909 304 036,"15A, Hall Gate, Doncaster, South Yorkshire, DN1 3NA",Civil Engineers
